fish.Id,treatment,day,parasite.count,standard.length,max.parasite.count,area.under.curve,slope.curve,death.day,peak.parasite.day
C51,No Noise,11,230,17.4,360,590,65,14,13
C51,No Noise,13,360,17.4,360,NA,NA,14,13
C51,No Noise,15,NA,17.4,360,NA,NA,14,13
C51,No Noise,17,NA,17.4,360,NA,NA,14,13
C52,No Noise,0,3,19.3,21,5,4,NA,9
C52,No Noise,1,7,19.3,21,18,2,NA,9
C52,No Noise,3,11,19.3,21,32,5,NA,9
C52,No Noise,5,21,19.3,21,40,-1,NA,9
C52,No Noise,7,19,19.3,21,40,1,NA,9
C52,No Noise,9,21,19.3,21,37,-2.5,NA,9
C52,No Noise,11,16,19.3,21,30,-1,NA,9
C52,No Noise,13,14,19.3,21,27,-0.5,NA,9
C52,No Noise,15,13,19.3,21,16,-5,NA,9
C52,No Noise,17,3,19.3,21,NA,NA,NA,9
C53,No Noise,0,3,21.3,589,5,4,NA,17
C53,No Noise,1,7,21.3,589,29,7.5,NA,17
C53,No Noise,3,22,21.3,589,85,20.5,NA,17
C53,No Noise,5,63,21.3,589,138,6,NA,17
C53,No Noise,7,75,21.3,589,181,15.5,NA,17
C53,No Noise,9,106,21.3,589,319,53.5,NA,17
C53,No Noise,11,213,21.3,589,517,45.5,NA,17
C53,No Noise,13,304,21.3,589,699,45.5,NA,17
C53,No Noise,15,395,21.3,589,984,97,NA,17
C53,No Noise,17,589,21.3,589,NA,NA,NA,17
C54,No Noise,0,3,20.7,79,4,2,NA,15
C54,No Noise,1,5,20.7,79,19,4.5,NA,15
C54,No Noise,3,14,20.7,79,34,3,NA,15
C54,No Noise,5,20,20.7,79,54,7,NA,15
C54,No Noise,7,34,20.7,79,93,12.5,NA,15
C54,No Noise,9,59,20.7,79,135,8.5,NA,15
C54,No Noise,11,76,20.7,79,151,-0.5,NA,15
C54,No Noise,13,75,20.7,79,154,2,NA,15
C54,No Noise,15,79,20.7,79,108,-25,NA,15
C54,No Noise,17,29,20.7,79,NA,NA,NA,15
